"PLOT" "SUBPLT" "SPECIES" "IND" "SURV" "GERM" "ESTAB" "LIGHT" "LITTER" "CAGE" "GAP"
2 "3" "Ardisia" 5 0 0 0 3162 "2" 0 0
2 "3" "Ardisia" 6 0 0 0 3162 "2" 0 0
2 "3" "C. biflora" 2 1 1 0 3162 "2" 0 0
2 "3" "C. biflora" 1 1 1 1 3162 "2" 0 0
2 "3" "C. biflora" 3 0 0 0 3162 "2" 0 0
2 "3" "C. biflora" 4 0 0 0 3162 "2" 0 0
2 "3" "C. biflora" 5 0 0 0 3162 "2" 0 0
2 "3" "C. biflora" 6 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 1 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 2 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 3 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 4 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 5 0 0 0 3162 "2" 0 0
2 "3" "Gouania" 6 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 1 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 2 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 3 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 4 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 5 0 0 0 3162 "2" 0 0
2 "3" "Hirtella" 6 0 0 0 3162 "2" 0 0
2 "3" "Inga" 2 1 1 1 3162 "2" 0 0
2 "3" "Inga" 3 1 1 1 3162 "2" 0 0
2 "3" "Inga" 4 1 1 1 3162 "2" 0 0
2 "3" "Inga" 1 1 1 0 3162 "2" 0 0
2 "3" "Inga" 5 0 0 0 3162 "2" 0 0
2 "3" "Inga" 6 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 1 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 2 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 3 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 4 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 5 0 0 0 3162 "2" 0 0
2 "3" "Maclura" 6 0 0 0 3162 "2" 0 0
2 "3" "C. racemosa" 1 1 1 0 3162 "2" 0 0
2 "3" "C. racemosa" 2 0 0 0 3162 "2" 0 0
2 "3" "C. racemosa" 3 0 0 0 3162 "2" 0 0
2 "3" "C. racemosa" 4 0 0 0 3162 "2" 0 0
2 "3" "C. racemosa" 5 0 0 0 3162 "2" 0 0
2 "3" "C. racemosa" 6 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 1 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 2 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 3 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 4 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 5 0 0 0 3162 "2" 0 0
2 "3" "Strychnos" 6 0 0 0 3162 "2" 0 0
2 "5" "Ardisia" 1 1 1 1 1259 "1" 0 0
2 "5" "Ardisia" 2 1 1 0 1259 "1" 0 0
2 "5" "Ardisia" 3 1 1 0 1259 "1" 0 0
2 "5" "Ardisia" 4 0 0 0 1259 "1" 0 0
2 "5" "Ardisia" 5 0 0 0 1259 "1" 0 0
2 "5" "Ardisia" 6 0 0 0 1259 "1" 0 0
2 "5" "C. biflora" 1 1 1 0 1259 "1" 0 0
2 "5" "C. biflora" 2 1 1 0 1259 "1" 0 0
2 "5" "C. biflora" 3 0 0 0 1259 "1" 0 0
2 "5" "C. biflora" 4 0 0 0 1259 "1" 0 0
2 "5" "C. biflora" 5 0 0 0 1259 "1" 0 0
2 "5" "C. biflora" 6 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 1 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 2 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 3 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 4 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 5 0 0 0 1259 "1" 0 0
2 "5" "Gouania" 6 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 1 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 2 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 3 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 4 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 5 0 0 0 1259 "1" 0 0
2 "5" "Hirtella" 6 0 0 0 1259 "1" 0 0
2 "5" "Inga" 2 1 1 1 1259 "1" 0 0
2 "5" "Inga" 1 1 1 1 1259 "1" 0 0
2 "5" "Inga" 3 1 1 0 1259 "1" 0 0
2 "5" "Inga" 4 0 0 0 1259 "1" 0 0
2 "5" "Inga" 5 0 0 0 1259 "1" 0 0
2 "5" "Inga" 6 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 1 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 2 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 3 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 4 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 5 0 0 0 1259 "1" 0 0
2 "5" "Maclura" 6 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 1 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 2 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 3 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 4 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 5 0 0 0 1259 "1" 0 0
2 "5" "C. racemosa" 6 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 1 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 2 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 3 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 4 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 5 0 0 0 1259 "1" 0 0
2 "5" "Strychnos" 6 0 0 0 1259 "1" 0 0
2 "7" "Ardisia" 1 1 1 1 1122 "4" 0 0
2 "7" "Ardisia" 2 1 1 1 1122 "4" 0 0
2 "7" "Ardisia" 3 0 0 0 1122 "4" 0 0
2 "7" "Ardisia" 4 0 0 0 1122 "4" 0 0
2 "7" "Ardisia" 5 0 0 0 1122 "4" 0 0
2 "7" "Ardisia" 6 0 0 0 1122 "4" 0 0
2 "7" "C. biflora" 1 1 1 1 1122 "4" 0 0
2 "7" "C. biflora" 2 1 1 1 1122 "4" 0 0
2 "7" "C. biflora" 4 1 1 1 1122 "4" 0 0
2 "7" "C. biflora" 3 1 1 1 1122 "4" 0 0
2 "7" "C. biflora" 5 0 0 0 1122 "4" 0 0
2 "7" "C. biflora" 6 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 1 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 2 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 3 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 4 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 5 0 0 0 1122 "4" 0 0
2 "7" "Gouania" 6 0 0 0 1122 "4" 0 0
2 "7" "Hirtella" 1 1 1 0 1122 "4" 0 0
2 "7" "Hirtella" 2 1 1 0 1122 "4" 0 0
2 "7" "Hirtella" 3 0 0 0 1122 "4" 0 0
2 "7" "Hirtella" 4 0 0 0 1122 "4" 0 0
2 "7" "Hirtella" 5 0 0 0 1122 "4" 0 0
2 "7" "Hirtella" 6 0 0 0 1122 "4" 0 0
2 "7" "Inga" 3 1 1 1 1122 "4" 0 0
2 "7" "Inga" 2 1 1 1 1122 "4" 0 0
2 "7" "Inga" 1 1 1 0 1122 "4" 0 0
2 "7" "Inga" 4 0 0 0 1122 "4" 0 0
2 "7" "Inga" 5 0 0 0 1122 "4" 0 0
2 "7" "Inga" 6 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 1 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 2 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 3 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 4 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 5 0 0 0 1122 "4" 0 0
2 "7" "Maclura" 6 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 1 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 2 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 3 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 4 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 5 0 0 0 1122 "4" 0 0
2 "7" "C. racemosa" 6 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 1 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 2 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 3 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 4 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 5 0 0 0 1122 "4" 0 0
2 "7" "Strychnos" 6 0 0 0 1122 "4" 0 0
2 "9" "Ardisia" 1 1 1 0 1000 "2" 1 0
2 "9" "Ardisia" 2 0 0 0 1000 "2" 1 0
2 "9" "Ardisia" 3 0 0 0 1000 "2" 1 0
2 "9" "Ardisia" 4 0 0 0 1000 "2" 1 0
2 "9" "Ardisia" 5 0 0 0 1000 "2" 1 0
2 "9" "Ardisia" 6 0 0 0 1000 "2" 1 0
2 "9" "C. biflora" 5 1 0 0 1000 "2" 1 0
2 "9" "C. biflora" 3 1 1 1 1000 "2" 1 0
2 "9" "C. biflora" 1 1 1 1 1000 "2" 1 0
2 "9" "C. biflora" 4 1 1 1 1000 "2" 1 0
2 "9" "C. biflora" 2 1 1 1 1000 "2" 1 0
2 "9" "C. biflora" 6 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 1 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 2 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 3 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 4 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 5 0 0 0 1000 "2" 1 0
2 "9" "Gouania" 6 0 0 0 1000 "2" 1 0
2 "9" "Hirtella" 1 0 0 0 1000 "2" 1 0
2 "9" "Hirtella" 2 0 0 0 1000 "2" 1 0
2 "9" "Hirtella" 3 0 0 0 1000 "2" 1 0
2 "9" "Hirtella" 4 0 0 0 1000 "2" 1 0
2 "9" "Hirtella" 5 1 1 1 1000 "2" 1 0
2 "9" "Hirtella" 6 0 0 0 1000 "2" 1 0
2 "9" "Inga" 2 1 1 1 1000 "2" 1 0
2 "9" "Inga" 1 1 1 1 1000 "2" 1 0
2 "9" "Inga" 5 1 1 1 1000 "2" 1 0
2 "9" "Inga" 6 1 1 0 1000 "2" 1 0
2 "9" "Inga" 4 1 1 0 1000 "2" 1 0
2 "9" "Inga" 3 1 1 0 1000 "2" 1 0
2 "9" "Maclura" 1 0 0 0 1000 "2" 1 0
2 "9" "Maclura" 2 0 0 0 1000 "2" 1 0
2 "9" "Maclura" 3 0 0 0 1000 "2" 1 0
2 "9" "Maclura" 4 0 0 0 1000 "2" 1 0
2 "9" "Maclura" 5 0 0 0 1000 "2" 1 0
2 "9" "Maclura" 6 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 1 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 2 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 3 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 4 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 5 0 0 0 1000 "2" 1 0
2 "9" "C. racemosa" 6 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 1 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 2 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 3 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 4 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 5 0 0 0 1000 "2" 1 0
2 "9" "Strychnos" 6 0 0 0 1000 "2" 1 0
2 "11" "Ardisia" 2 1 1 1 1259 "0" 1 0
2 "11" "Ardisia" 1 1 1 1 1259 "0" 1 0
2 "11" "Ardisia" 3 0 0 0 1259 "0" 1 0
2 "11" "Ardisia" 4 0 0 0 1259 "0" 1 0
2 "11" "Ardisia" 5 0 0 0 1259 "0" 1 0
2 "11" "Ardisia" 6 0 0 0 1259 "0" 1 0
2 "11" "C. biflora" 2 1 1 1 1259 "0" 1 0
2 "11" "C. biflora" 1 1 1 1 1259 "0" 1 0
2 "11" "C. biflora" 3 0 0 0 1259 "0" 1 0
2 "11" "C. biflora" 4 0 0 0 1259 "0" 1 0
2 "11" "C. biflora" 5 0 0 0 1259 "0" 1 0
2 "11" "C. biflora" 6 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 1 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 2 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 3 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 4 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 5 0 0 0 1259 "0" 1 0
2 "11" "Gouania" 6 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 1 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 2 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 3 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 4 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 5 0 0 0 1259 "0" 1 0
2 "11" "Hirtella" 6 0 0 0 1259 "0" 1 0
2 "11" "Inga" 4 1 1 1 1259 "0" 1 0
2 "11" "Inga" 1 1 1 1 1259 "0" 1 0
2 "11" "Inga" 3 1 1 1 1259 "0" 1 0
2 "11" "Inga" 5 1 1 1 1259 "0" 1 0
2 "11" "Inga" 2 1 1 1 1259 "0" 1 0
2 "11" "Inga" 6 1 1 1 1259 "0" 1 0
2 "11" "Maclura" 1 0 0 0 1259 "0" 1 0
2 "11" "Maclura" 2 0 0 0 1259 "0" 1 0
2 "11" "Maclura" 3 0 0 0 1259 "0" 1 0
2 "11" "Maclura" 4 0 0 0 1259 "0" 1 0
2 "11" "Maclura" 5 0 0 0 1259 "0" 1 0
2 "11" "Maclura" 6 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 3 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 1 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 2 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 4 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 5 0 0 0 1259 "0" 1 0
2 "11" "C. racemosa" 6 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 1 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 2 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 3 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 4 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 5 0 0 0 1259 "0" 1 0
2 "11" "Strychnos" 6 0 0 0 1259 "0" 1 0
2 "13" "Ardisia" 3 1 1 1 6310 "1" 1 0
2 "13" "Ardisia" 4 1 1 1 6310 "1" 1 0
2 "13" "Ardisia" 1 1 1 1 6310 "1" 1 0
2 "13" "Ardisia" 2 1 1 0 6310 "1" 1 0
2 "13" "Ardisia" 5 0 0 0 6310 "1" 1 0
2 "13" "Ardisia" 6 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 1 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 2 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 3 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 4 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 5 0 0 0 6310 "1" 1 0
2 "13" "C. biflora" 6 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 1 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 2 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 3 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 4 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 5 0 0 0 6310 "1" 1 0
2 "13" "Gouania" 6 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 1 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 2 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 3 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 4 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 5 0 0 0 6310 "1" 1 0
2 "13" "Hirtella" 6 0 0 0 6310 "1" 1 0
2 "13" "Inga" 1 1 1 1 6310 "1" 1 0
2 "13" "Inga" 2 1 1 1 6310 "1" 1 0
2 "13" "Inga" 3 1 1 1 6310 "1" 1 0
2 "13" "Inga" 5 1 1 1 6310 "1" 1 0
2 "13" "Inga" 4 1 1 1 6310 "1" 1 0
2 "13" "Inga" 6 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 1 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 2 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 3 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 4 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 5 0 0 0 6310 "1" 1 0
2 "13" "Maclura" 6 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 1 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 2 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 3 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 4 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 5 0 0 0 6310 "1" 1 0
2 "13" "C. racemosa" 6 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 1 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 2 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 3 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 4 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 5 0 0 0 6310 "1" 1 0
2 "13" "Strychnos" 6 0 0 0 6310 "1" 1 0
2 "15" "Ardisia" 2 1 1 1 1000 "4" 1 0
2 "15" "Ardisia" 1 1 1 1 1000 "4" 1 0
2 "15" "Ardisia" 3 0 0 0 1000 "4" 1 0
2 "15" "Ardisia" 4 0 0 0 1000 "4" 1 0
2 "15" "Ardisia" 5 0 0 0 1000 "4" 1 0
2 "15" "Ardisia" 6 0 0 0 1000 "4" 1 0
2 "15" "C. biflora" 2 1 1 1 1000 "4" 1 0
2 "15" "C. biflora" 1 1 1 1 1000 "4" 1 0
2 "15" "C. biflora" 3 0 0 0 1000 "4" 1 0
2 "15" "C. biflora" 4 0 0 0 1000 "4" 1 0
2 "15" "C. biflora" 5 0 0 0 1000 "4" 1 0
2 "15" "C. biflora" 6 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 1 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 2 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 3 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 4 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 5 0 0 0 1000 "4" 1 0
2 "15" "Gouania" 6 0 0 0 1000 "4" 1 0
2 "15" "Hirtella" 1 1 0 1 1000 "4" 1 0
2 "15" "Hirtella" 2 1 0 0 1000 "4" 1 0
2 "15" "Hirtella" 3 1 0 0 1000 "4" 1 0
2 "15" "Hirtella" 4 1 0 0 1000 "4" 1 0
2 "15" "Hirtella" 5 1 0 0 1000 "4" 1 0
2 "15" "Hirtella" 6 0 0 0 1000 "4" 1 0
2 "15" "Inga" 2 1 1 1 1000 "4" 1 0
2 "15" "Inga" 1 1 1 1 1000 "4" 1 0
2 "15" "Inga" 4 1 1 0 1000 "4" 1 0
2 "15" "Inga" 3 1 1 0 1000 "4" 1 0
2 "15" "Inga" 5 0 0 0 1000 "4" 1 0
2 "15" "Inga" 6 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 1 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 2 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 3 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 4 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 5 0 0 0 1000 "4" 1 0
2 "15" "Maclura" 6 0 0 0 1000 "4" 1 0
2 "15" "C. racemosa" 1 1 1 1 1000 "4" 1 0
2 "15" "C. racemosa" 2 0 0 0 1000 "4" 1 0
2 "15" "C. racemosa" 3 0 0 0 1000 "4" 1 0
2 "15" "C. racemosa" 4 0 0 0 1000 "4" 1 0
2 "15" "C. racemosa" 5 0 0 0 1000 "4" 1 0
2 "15" "C. racemosa" 6 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 1 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 2 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 3 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 4 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 5 0 0 0 1000 "4" 1 0
2 "15" "Strychnos" 6 0 0 0 1000 "4" 1 0
3 "1" "Ardisia" 1 1 1 1 11220 "2" 0 0
3 "1" "Ardisia" 2 1 1 0 11220 "2" 0 0
3 "1" "Ardisia" 3 0 0 0 11220 "2" 0 0
3 "1" "Ardisia" 4 0 0 0 11220 "2" 0 0
3 "1" "Ardisia" 5 0 0 0 11220 "2" 0 0
3 "1" "Ardisia" 6 0 0 0 11220 "2" 0 0
3 "1" "C. biflora" 1 1 1 1 11220 "2" 0 0
3 "1" "C. biflora" 2 1 1 0 11220 "2" 0 0
3 "1" "C. biflora" 3 1 1 0 11220 "2" 0 0
3 "1" "C. biflora" 4 0 0 0 11220 "2" 0 0
3 "1" "C. biflora" 5 0 0 0 11220 "2" 0 0
3 "1" "C. biflora" 6 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 1 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 2 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 3 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 4 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 5 0 0 0 11220 "2" 0 0
3 "1" "Gouania" 6 0 0 0 11220 "2" 0 0
3 "1" "Hirtella" 1 1 1 1 11220 "2" 0 0
3 "1" "Hirtella" 2 0 0 0 11220 "2" 0 0
3 "1" "Hirtella" 3 0 0 0 11220 "2" 0 0
3 "1" "Hirtella" 4 0 0 0 11220 "2" 0 0
3 "1" "Hirtella" 5 0 0 0 11220 "2" 0 0
3 "1" "Hirtella" 6 0 0 0 11220 "2" 0 0
3 "1" "Inga" 2 1 1 0 11220 "2" 0 0
3 "1" "Inga" 1 1 1 1 11220 "2" 0 0
3 "1" "Inga" 3 0 0 0 11220 "2" 0 0
3 "1" "Inga" 4 0 0 0 11220 "2" 0 0
3 "1" "Inga" 5 0 0 0 11220 "2" 0 0
3 "1" "Inga" 6 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 1 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 2 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 3 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 4 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 5 0 0 0 11220 "2" 0 0
3 "1" "Maclura" 6 0 0 0 11220 "2" 0 0
3 "1" "C. racemosa" 6 1 1 1 11220 "2" 0 0
3 "1" "C. racemosa" 4 1 1 1 11220 "2" 0 0
3 "1" "C. racemosa" 5 1 1 1 11220 "2" 0 0
3 "1" "C. racemosa" 2 1 1 0 11220 "2" 0 0
3 "1" "C. racemosa" 1 1 1 1 11220 "2" 0 0
3 "1" "C. racemosa" 3 1 1 1 11220 "2" 0 0
3 "1" "Strychnos" 1 0 0 0 11220 "2" 0 0
3 "1" "Strychnos" 2 0 0 0 11220 "2" 0 0
3 "1" "Strychnos" 3 0 0 0 11220 "2" 0 0
3 "1" "Strychnos" 4 0 0 0 11220 "2" 0 0
3 "1" "Strychnos" 5 0 0 0 11220 "2" 0 0
3 "1" "Strychnos" 6 0 0 0 11220 "2" 0 0
3 "3" "Ardisia" 1 0 0 0 6310 "0" 0 0
3 "3" "Ardisia" 2 0 0 0 6310 "0" 0 0
3 "3" "Ardisia" 3 0 0 0 6310 "0" 0 0
3 "3" "Ardisia" 4 0 0 0 6310 "0" 0 0
3 "3" "Ardisia" 5 0 0 0 6310 "0" 0 0
3 "3" "Ardisia" 6 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 1 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 2 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 3 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 4 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 5 0 0 0 6310 "0" 0 0
3 "3" "C. biflora" 6 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 1 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 2 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 3 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 4 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 5 0 0 0 6310 "0" 0 0
3 "3" "Gouania" 6 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 1 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 2 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 3 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 4 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 5 0 0 0 6310 "0" 0 0
3 "3" "Hirtella" 6 0 0 0 6310 "0" 0 0
3 "3" "Inga" 2 1 1 1 6310 "0" 0 0
3 "3" "Inga" 4 1 1 1 6310 "0" 0 0
3 "3" "Inga" 5 1 1 1 6310 "0" 0 0
3 "3" "Inga" 3 1 1 1 6310 "0" 0 0
3 "3" "Inga" 1 1 1 1 6310 "0" 0 0
3 "3" "Inga" 6 0 0 0 6310 "0" 0 0
3 "3" "Maclura" 1 1 1 0 6310 "0" 0 0
3 "3" "Maclura" 2 0 0 0 6310 "0" 0 0
3 "3" "Maclura" 3 0 0 0 6310 "0" 0 0
3 "3" "Maclura" 4 0 0 0 6310 "0" 0 0
3 "3" "Maclura" 5 0 0 0 6310 "0" 0 0
3 "3" "Maclura" 6 0 0 0 6310 "0" 0 0
3 "3" "C. racemosa" 1 1 1 0 6310 "0" 0 0
3 "3" "C. racemosa" 2 0 0 0 6310 "0" 0 0
3 "3" "C. racemosa" 3 0 0 0 6310 "0" 0 0
3 "3" "C. racemosa" 4 0 0 0 6310 "0" 0 0
3 "3" "C. racemosa" 5 0 0 0 6310 "0" 0 0
3 "3" "C. racemosa" 6 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 1 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 2 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 3 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 4 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 5 0 0 0 6310 "0" 0 0
3 "3" "Strychnos" 6 0 0 0 6310 "0" 0 0
3 "5" "Ardisia" 1 0 0 0 3162 "1" 0 0
3 "5" "Ardisia" 2 0 0 0 3162 "1" 0 0
3 "5" "Ardisia" 3 0 0 0 3162 "1" 0 0
3 "5" "Ardisia" 4 0 0 0 3162 "1" 0 0
3 "5" "Ardisia" 5 0 0 0 3162 "1" 0 0
3 "5" "Ardisia" 6 0 0 0 3162 "1" 0 0
3 "5" "C. biflora" 1 1 1 1 3162 "1" 0 0
3 "5" "C. biflora" 2 1 1 1 3162 "1" 0 0
3 "5" "C. biflora" 3 0 0 0 3162 "1" 0 0
3 "5" "C. biflora" 4 0 0 0 3162 "1" 0 0
3 "5" "C. biflora" 5 0 0 0 3162 "1" 0 0
3 "5" "C. biflora" 6 0 0 0 3162 "1" 0 0
